movieId,Title,bag_of_words
267,Major Payne,damonwayans michaelironside bambambigelow josephblaire nickcastle C o m e d y
96610,Looper,josephgordon-levitt brucewillis emilyblunt pauldano rianjohnson A c t i o n   C r i m e   S c i - F i
475,In the Name of the Father,alisoncrosbie danielday-lewis philipking emmathompson jimsheridan D r a m a
161,Crimson Tide,denzelwashington genehackman mattcraven georgedzundza tonyscott D r a m a   T h r i l l e r   W a r
592,Batman,michaelkeaton jacknicholson kimbasinger robertwuhl timburton A c t i o n   C r i m e   T h r i l l e r
82459,True Grit,"jeffbridges haileesteinfeld mattdamon joshbrolin ethancoen,joelcoen W e s t e r n"
33499,Monster-in-Law,jenniferlopez janefonda michaelvartan wandasykes robertluketic C o m e d y   R o m a n c e
1748,Dark City,rufussewell williamhurt kiefersutherland jenniferconnelly alexproyas A d v e n t u r e   F i l m - N o i r   S c i - F i   T h r i l l e r
4990,Jimmy Neutron: Boy Genius,megancavanagh markdecarlo debiderryberry jeffreygarcia johna.davis A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y
2985,RoboCop,peterweller nancyallen dano'herlihy ronnycox paulverhoeven A c t i o n   C r i m e   D r a m a   S c i - F i   T h r i l l e r
99114,Django Unchained,jamiefoxx christophwaltz leonardodicaprio kerrywashington quentintarantino A c t i o n   D r a m a   W e s t e r n
101,Bottle Rocket,lukewilson owenwilson neddowd sheafowler wesanderson A d v e n t u r e   C o m e d y   C r i m e   R o m a n c e
250,Heavyweights,sebastianbezzel michaela.grimm simonschwarz antoinemonotjr. marcush.rosenmüller C h i l d r e n   C o m e d y
32019,Be Cool,johntravolta umathurman vincevaughn cedrictheentertainer f.garygray C o m e d y   C r i m e   M u s i c a l
3728,One False Move,billpaxton cyndawilliams billybobthornton michaelbeach carlfranklin C r i m e   D r a m a   F i l m - N o i r   T h r i l l e r
3186,"Girl, Interrupted",winonaryder angelinajolie cleaduvall brittanymurphy jamesmangold D r a m a
169,Free Willy 2: The Adventure Home,jasonjamesrichter franciscapra marykateschellhardt augustschellenberg dwighth.little A d v e n t u r e   C h i l d r e n   D r a m a
56715,Wristcutters: A Love Story,willarnett abrahambenrubi lesliebibb markboonejunior gorandukic D r a m a   F a n t a s y   R o m a n c e
20,Money Train,wesleysnipes woodyharrelson jenniferlopez robertblake josephruben A c t i o n   C o m e d y   C r i m e   D r a m a   T h r i l l e r
116217,Secret of the Wings,"maewhitman lucyhale timothydalton jeffbennett robertsgannaway,peggyholmes A d v e n t u r e   A n i m a t i o n   C h i l d r e n   F a n t a s y"
707,Mulholland Falls,nicknolte melaniegriffith chazzpalminteri michaelmadsen leetamahori C r i m e   D r a m a   T h r i l l e r
6041,Amen.,mathieukassovitz ulrichtukur ulrichmühe michelduchaussoy costa-gavras D r a m a
6932,Shattered Glass,haydenchristensen petersarsgaard chloësevigny rosariodawson billyray C r i m e   D r a m a
266,Legends of the Fall,bradpitt anthonyhopkins aidanquinn juliaormond edwardzwick D r a m a   R o m a n c e   W a r   W e s t e r n
319,Shallow Grave,kerryfox christophereccleston ewanmcgregor kenstott dannyboyle C o m e d y   D r a m a   T h r i l l e r
481,Kalifornia,bradpitt kathylarson davidmilford davidduchovny dominicsena D r a m a   T h r i l l e r
1391,Mars Attacks!,jacknicholson glennclose annettebening piercebrosnan timburton A c t i o n   C o m e d y   S c i - F i
368,Maverick,melgibson jodiefoster jamesgarner grahamgreene richarddonner A d v e n t u r e   C o m e d y   W e s t e r n
6385,Whale Rider,keishacastle-hughes rawiriparatene vickyhaughton cliffcurtis nikicaro D r a m a
7154,Mona Lisa Smile,juliaroberts kirstendunst juliastiles maggiegyllenhaal mikenewell D r a m a   R o m a n c e
5378,Star Wars: Episode II - Attack of the Clones,ewanmcgregor natalieportman haydenchristensen christopherlee georgelucas A c t i o n   A d v e n t u r e   S c i - F i   I M A X
54001,Harry Potter and the Order of the Phoenix,danielradcliffe harrymelling jasonboyd richardmacklin davidyates A d v e n t u r e   D r a m a   F a n t a s y   I M A X
2976,Bringing Out the Dead,nicolascage patriciaarquette johngoodman vingrhames martinscorsese D r a m a
115210,Fury,bradpitt shialabeouf loganlerman michaelpeña davidayer A c t i o n   D r a m a   W a r
3086,Babes in Toyland,raybolger tommysands annettefunicello edwynn jackdonohue C h i l d r e n   C o m e d y   F a n t a s y   M u s i c a l
4025,Miss Congeniality,sandrabullock michaelcaine benjaminbratt candicebergen donaldpetrie C o m e d y   C r i m e
1046,Beautiful Thing,lindahenry glenberry scottneal tamekaempson hettiemacdonald D r a m a   R o m a n c e
106920,Her,joaquinphoenix lynnadrianna lisareneepitts gabegomez spikejonze D r a m a   R o m a n c e   S c i - F i
1027,Robin Hood: Prince of Thieves,kevincostner morganfreeman maryelizabethmastrantonio christianslater kevinreynolds A d v e n t u r e   D r a m a
3107,Backdraft,kurtrussell williambaldwin robertdeniro donaldsutherland ronhoward A c t i o n   D r a m a
5013,Gosford Park,maggiesmith michaelgambon kristinscottthomas camillarutherford robertaltman C o m e d y   D r a m a   M y s t e r y
102903,Now You See Me,jesseeisenberg markruffalo woodyharrelson islafisher louisleterrier C r i m e   M y s t e r y   T h r i l l e r
161580,Bad Moms,"milakunis kathrynhahn kristenbell christinaapplegate jonlucas,scottmoore C o m e d y"
157,Canadian Bacon,johncandy alanalda rheaperlman kevinpollak michaelmoore C o m e d y   W a r
1489,Cats Don't Dance,scottbakula jasmineguy nataliecole ashleypeldon markdindal A n i m a t i o n   C h i l d r e n   M u s i c a l
2724,Runaway Bride,juliaroberts richardgere joancusack hectorelizondo garrymarshall C o m e d y   R o m a n c e
832,Ransom,melgibson renerusso brawleynolte garysinise ronhoward C r i m e   T h r i l l e r
65,Bio-Dome,williamatherton denisedowse daratomanovich kevinwest jasonbloom C o m e d y
3555,U-571,matthewmcconaughey billpaxton harveykeitel jonbonjovi jonathanmostow A c t i o n   T h r i l l e r   W a r
1552,Con Air,colmmeaney mykeltiwilliamson nickchinlund renolysantiago simonwest A c t i o n   A d v e n t u r e   T h r i l l e r
37729,Corpse Bride,"johnnydepp helenabonhamcarter emilywatson traceyullman timburton,mikejohnson A n i m a t i o n   C o m e d y   F a n t a s y   M u s i c a l   R o m a n c e"
109487,Interstellar,ellenburstyn matthewmcconaughey mackenziefoy johnlithgow christophernolan S c i - F i   I M A X
236,French Kiss,megryan kevinkline timothyhutton jeanreno lawrencekasdan A c t i o n   C o m e d y   R o m a n c e
32300,D.E.B.S.,sarafoster jordanabrewster meagangood devonaoki angelarobinson A c t i o n   C o m e d y
4914,Breathless,jeanseberg jean-paulbelmondo danielboulanger henri-jacqueshuet jean-lucgodard C r i m e   D r a m a   R o m a n c e
49530,Blood Diamond,leonardodicaprio djimonhounsou jenniferconnelly kagisokuypers edwardzwick A c t i o n   A d v e n t u r e   C r i m e   D r a m a   T h r i l l e r   W a r
33679,Mr. & Mrs. Smith,bradpitt angelinajolie vincevaughn adambrody dougliman A c t i o n   A d v e n t u r e   C o m e d y   R o m a n c e
4745,O,mekhiphifer martinsheen joshhartnett andrewkeegan timblakenelson D r a m a
103339,White House Down,channingtatum jamiefoxx maggiegyllenhaal jasonclarke rolandemmerich A c t i o n   D r a m a   T h r i l l e r   I M A X
1274,Akira,mitsuoiwata nozomusasaki mamikoyama tesshôgenda katsuhiroôtomo A c t i o n   A d v e n t u r e   A n i m a t i o n   S c i - F i
5010,Black Hawk Down,joshhartnett ewanmcgregor tomsizemore ericbana ridleyscott A c t i o n   D r a m a   W a r
1203,12 Angry Men,martinbalsam johnfiedler leej.cobb e.g.marshall sidneylumet D r a m a
5617,Secretary,jamesspader maggiegyllenhaal jeremydavies lesleyannwarren stevenshainberg C o m e d y   D r a m a   R o m a n c e
3786,But I'm a Cheerleader,natashalyonne michellewilliams brandtwille budcort jamiebabbit C o m e d y
161634,Don't Breathe,stephenlang janelevy dylanminnette danielzovatto fedealvarez T h r i l l e r
240,Hideaway,jeffgoldblum christinelahti aliciasilverstone jeremysisto brettleonard T h r i l l e r
5299,My Big Fat Greek Wedding,niavardalos michaelconstantine christinaeleusiniotis kayleevieira joelzwick C o m e d y   R o m a n c e
54259,Stardust,ianmckellen bimbohart alastairmacintosh davidkelly matthewvaughn A d v e n t u r e   C o m e d y   F a n t a s y   R o m a n c e
2322,Soldier,kurtrussell jasonscottlee jasonisaacs connienielsen paulw.s.anderson A c t i o n   S c i - F i   W a r
64508,Starship Troopers 3: Marauder,caspervandien joleneblalock stephenhogan boriskodjoe edwardneumeier A c t i o n   S c i - F i   W a r
5303,Joe Versus the Volcano,tomhanks megryan lloydbridges robertstack johnpatrickshanley C o m e d y   R o m a n c e
2133,Adventures in Babysitting,elisabethshue maiabrewton keithcoogan anthonyrapp chriscolumbus A d v e n t u r e   C o m e d y
115569,Nightcrawler,jakegyllenhaal michaelpapajohn marcorodríguez billpaxton dangilroy C r i m e   D r a m a   T h r i l l e r
88129,Drive,ryangosling careymulligan bryancranston albertbrooks nicolaswindingrefn C r i m e   D r a m a   F i l m - N o i r   T h r i l l e r
71057,9,christopherplummer martinlandau johnc.reilly crispinglover shaneacker A d v e n t u r e   A n i m a t i o n   S c i - F i
23,Assassins,sylvesterstallone antoniobanderas juliannemoore anatolidavydov richarddonner A c t i o n   C r i m e   T h r i l l e r
2628,Star Wars: Episode I - The Phantom Menace,liamneeson ewanmcgregor natalieportman jakelloyd georgelucas A c t i o n   A d v e n t u r e   S c i - F i
673,Space Jam,michaeljordan wayneknight theresarandle mannerwashington joepytka A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   F a n t a s y   S c i - F i
4641,Ghost World,thorabirch scarlettjohansson stevebuscemi bradrenfro terryzwigoff C o m e d y   D r a m a
4399,Diary of a Chambermaid,jeannemoreau georgesgéret danielivernel françoiselugagne luisbuñuel C o m e d y   D r a m a
1095,Glengarry Glen Ross,alpacino jacklemmon alecbaldwin alanarkin jamesfoley D r a m a
5944,Star Trek: Nemesis,patrickstewart jonathanfrakes brentspiner levarburton stuartbaird A c t i o n   D r a m a   S c i - F i   T h r i l l e r
122886,Star Wars: Episode VII - The Force Awakens,harrisonford markhamill carriefisher adamdriver j.j.abrams A c t i o n   A d v e n t u r e   F a n t a s y   S c i - F i   I M A X
7147,Big Fish,ewanmcgregor albertfinney billycrudup jessicalange timburton D r a m a   F a n t a s y   R o m a n c e
32587,Sin City,"jessicaalba devonaoki alexisbledel powersboothe frankmiller,robertrodriguez,quentintarantino A c t i o n   C r i m e   F i l m - N o i r   M y s t e r y   T h r i l l e r"
516,Renaissance Man,dannydevito gregoryhines jamesremar edbegleyjr. pennymarshall C o m e d y   D r a m a
1427,Turbulence,rayliotta laurenholly brendangleeson hectorelizondo robertbutler A c t i o n   T h r i l l e r
4143,Valentine,deniserichards davidboreanaz marleyshelton jessicacapshaw jamieblanks H o r r o r   M y s t e r y
1546,Schizopolis,mileshardy stevensoderbergh C o m e d y
8622,Fahrenheit 9/11,benaffleck steviewonder georgew.bush jamesbakeriii michaelmoore D o c u m e n t a r y
152081,Zootopia,"ginnifergoodwin jasonbateman idriselba jennyslate byronhoward,richmoore,jaredbush(co-director) A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y"
484,Lassie,tomguiry helenslater jontenney brittanyboyd danielpetrie A d v e n t u r e   C h i l d r e n
3159,Fantasia 2000,"stevemartin itzhakperlman quincyjones bettemidler jamesalgar,gaëtanbrizzi,paulbrizzi,hendelbutoy,francisglebas,ericgoldberg,donhahn,pixotehunt A n i m a t i o n   C h i l d r e n   M u s i c a l   I M A X"
800,Lone Star,stephenmendillo stephenj.lang chriscooper elizabethpeña johnsayles D r a m a   M y s t e r y   W e s t e r n
76293,Date Night,stevecarell tinafey markwahlberg tarajip.henson shawnlevy A c t i o n   C o m e d y   R o m a n c e
61160,Star Wars: The Clone Wars,mattlanter ashleyeckstein jamesarnoldtaylor deebradleybaker davefiloni A c t i o n   A d v e n t u r e   A n i m a t i o n   S c i - F i
73208,Piter FM,ekaterinafedulova evgeniytsyganov alekseybarabash irinarakhmanova oksanabychkova C o m e d y   D r a m a   R o m a n c e
5956,Gangs of New York,leonardodicaprio danielday-lewis camerondiaz jimbroadbent martinscorsese C r i m e   D r a m a
68259,Aamir,rajeevkhandelwal aishwarya vasanbala chinkal rajkumargupta D r a m a   T h r i l l e r
47254,Chaos,jasonstatham ryanphillippe wesleysnipes henryczerny tonygiglio A c t i o n   C r i m e   D r a m a   T h r i l l e r
4223,Enemy at the Gates,judelaw edharris rachelweisz josephfiennes jean-jacquesannaud D r a m a   W a r
56174,I Am Legend,willsmith alicebraga charlietahan sallirichardson-whitfield francislawrence A c t i o n   H o r r o r   S c i - F i   T h r i l l e r   I M A X
1476,Private Parts,howardstern robinquivers marymccormack frednorris bettythomas C o m e d y   D r a m a
2012,Back to the Future Part III,michaelj.fox christopherlloyd marysteenburgen thomasf.wilson robertzemeckis A d v e n t u r e   C o m e d y   S c i - F i   W e s t e r n
122896,Pirates of the Caribbean: Dead Men Tell No Tales,"johnnydepp javierbardem geoffreyrush brentonthwaites joachimrønning,espensandberg ( n o   g e n r e s   l i s t e d )"
222,Circle of Friends,chriso'donnell minniedriver geraldineo'rawe saffronburrows pato'connor D r a m a   R o m a n c e
7362,Taking Lives,angelinajolie ethanhawke kiefersutherland genarowlands d.j.caruso C r i m e   D r a m a   T h r i l l e r
4848,Mulholland Drive,naomiwatts jeannebates danbirnbaum lauraharring davidlynch C r i m e   D r a m a   F i l m - N o i r   M y s t e r y   T h r i l l e r
84152,Limitless,bradleycooper robertdeniro abbiecornish andrewhoward neilburger S c i - F i   T h r i l l e r
3948,Meet the Parents,robertdeniro benstiller teripolo blythedanner jayroach C o m e d y
3745,Titan A.E.,"mattdamon billpullman johnleguizamo nathanlane donbluth,garygoldman A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n   S c i - F i"
140174,Room,brielarson jacobtremblay seanbridgers wendycrewson lennyabrahamson D r a m a
485,Last Action Hero,arnoldschwarzenegger f.murrayabraham artcarney charlesdance johnmctiernan A c t i o n   A d v e n t u r e   C o m e d y   F a n t a s y
135861,Ted 2,markwahlberg sethmacfarlane amandaseyfried jessicabarth sethmacfarlane C o m e d y
2555,Baby Geniuses,kathleenturner christopherlloyd kimcattrall petermacnicol bobclark C o m e d y
597,Pretty Woman,richardgere juliaroberts ralphbellamy jasonalexander garrymarshall C o m e d y   R o m a n c e
3020,Falling Down,michaeldouglas robertduvall barbarahershey rachelticotin joelschumacher A c t i o n   D r a m a
198,Strange Days,ralphfiennes angelabassett juliettelewis tomsizemore kathrynbigelow A c t i o n   C r i m e   D r a m a   M y s t e r y   S c i - F i   T h r i l l e r
45,To Die For,nicolekidman mattdillon joaquinphoenix caseyaffleck gusvansant C o m e d y   D r a m a   T h r i l l e r
4370,A.I. Artificial Intelligence,haleyjoelosment franceso'connor samrobards jakethomas stevenspielberg A d v e n t u r e   D r a m a   S c i - F i
517,Rising Sun,seanconnery wesleysnipes harveykeitel cary-hiroyukitagawa philipkaufman A c t i o n   D r a m a   M y s t e r y
1897,High Art,radhamitchell gabrielmann charismichelsen davidthornton lisacholodenko D r a m a   R o m a n c e
4967,No Man's Land,brankodjuric renebitorajac filipsovagovic georgessiatidis danistanovic D r a m a   W a r
74948,Harry Brown,michaelcaine emilymortimer charliecreed-miles davidbradley danielbarber C r i m e   D r a m a   T h r i l l e r
3646,Big Momma's House,martinlawrence nialong paulgiamatti jaschawashington rajagosnell C o m e d y
88179,One Day,annehathaway jimsturgess tommison jodiewhittaker lonescherfig D r a m a   R o m a n c e
305,Ready to Wear,marcellomastroianni sophialoren jean-pierrecassel kimbasinger robertaltman C o m e d y
68511,Black Ice,outimäenpää riakataja marttisuosalo villevirtanen petrikotwica D r a m a
33162,Kingdom of Heaven,martinhancock michaelsheen nathaliecox eriqebouaney ridleyscott A c t i o n   D r a m a   R o m a n c e   W a r
2490,Payback,melgibson gregghenry mariabello davidpaymer brianhelgeland A c t i o n   T h r i l l e r
7164,Peter Pan,"bobbydriscoll kathrynbeaumont hansconried billthompson clydegeronimi,wilfredjackson,hamiltonluske,jackkinney A c t i o n   A d v e n t u r e   C h i l d r e n   F a n t a s y"
3316,Reindeer Games,benaffleck jamesfrain danastubblefield markacheson johnfrankenheimer A c t i o n   T h r i l l e r
52042,Black Book,caricevanhouten sebastiankoch thomhoffman halinareijn paulverhoeven D r a m a   T h r i l l e r   W a r
4367,Lara Croft: Tomb Raider,angelinajolie jonvoight iainglen noahtaylor simonwest A c t i o n   A d v e n t u r e
6957,Bad Santa,billybobthornton tonycox brettkelly laurengraham terryzwigoff C o m e d y   C r i m e
506,Orlando,tildaswinton quentincrisp jimmysomerville johnbott sallypotter D r a m a   F a n t a s y   R o m a n c e
2529,Planet of the Apes,markwahlberg timroth helenabonhamcarter michaelclarkeduncan timburton A c t i o n   D r a m a   S c i - F i
2143,Legend,paulanderson tomhardy christophereccleston joshuahill brianhelgeland A d v e n t u r e   F a n t a s y   R o m a n c e
158,Casper,chaunceyleopardi spencervrooman malachipearson cathymoriarty bradsilberling A d v e n t u r e   C h i l d r e n
54732,Balls of Fury,danfogler christopherwalken georgelopez maggieq robertbengarant C o m e d y
3000,Princess Mononoke,billycrudup billybobthornton minniedriver johndimaggio hayaomiyazaki A c t i o n   A d v e n t u r e   A n i m a t i o n   D r a m a   F a n t a s y
2297,What Dreams May Come,robinwilliams cubagoodingjr. annabellasciorra maxvonsydow vincentward A d v e n t u r e   D r a m a   F a n t a s y   R o m a n c e
1271,Fried Green Tomatoes,kathybates marystuartmasterson mary-louiseparker jessicatandy jonavnet C o m e d y   C r i m e   D r a m a
134853,Inside Out,"amypoehler phyllissmith richardkind billhader petedocter,ronniedelcarmen(co-director) A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   D r a m a   F a n t a s y"
915,Sabrina,humphreybogart audreyhepburn williamholden walterhampden billywilder C o m e d y   R o m a n c e
2772,Detroit Rock City,giuseppeandrews jamesdebello edwardfurlong samhuntington adamrifkin C o m e d y
3362,Dog Day Afternoon,penelopeallen sullyboyar johncazale beulahgarrick sidneylumet C r i m e   D r a m a
84944,Rango,johnnydepp islafisher abigailbreslin nedbeatty goreverbinski A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   W e s t e r n
104841,Gravity,sandrabullock georgeclooney edharris ortoignatiussen alfonsocuarón A c t i o n   S c i - F i   I M A X
5618,Spirited Away,"rumihiiragi miyuirino marinatsuki takashinaitô hayaomiyazaki,kirkwise A d v e n t u r e   A n i m a t i o n   F a n t a s y"
60069,WALL·E,benburtt elissaknight jeffgarlin fredwillard andrewstanton A d v e n t u r e   A n i m a t i o n   C h i l d r e n   R o m a n c e   S c i - F i
80549,Easy A,emmastone pennbadgley amandabynes danbyrd willgluck C o m e d y   R o m a n c e
97921,Silver Linings Playbook,bradleycooper jenniferlawrence robertdeniro jackiweaver davido.russell C o m e d y   D r a m a
7022,Battle Royale,tatsuyafujiwara akimaeda tarôyamamoto takeshikitano kinjifukasaku A c t i o n   D r a m a   H o r r o r   T h r i l l e r
8972,National Treasure,nicolascage dianekruger justinbartha seanbean jonturteltaub A c t i o n   A d v e n t u r e   D r a m a   M y s t e r y   T h r i l l e r
381,When a Man Loves a Woman,andygarcia megryan ellenburstyn tinamajorino luismandoki D r a m a   R o m a n c e
73017,Sherlock Holmes,robertdowneyjr. judelaw rachelmcadams markstrong guyritchie A c t i o n   C r i m e   M y s t e r y   T h r i l l e r
3826,Hollow Man,elisabethshue kevinbacon joshbrolin kimdickens paulverhoeven H o r r o r   S c i - F i   T h r i l l e r
79588,Charlie St. Cloud,zacefron charlietahan amandacrew augustusprew burrsteers D r a m a   F a n t a s y   R o m a n c e
81564,Megamind,willferrell bradpitt tinafey jonahhill tommcgrath A c t i o n   A n i m a t i o n   C h i l d r e n   C o m e d y   S c i - F i   I M A X
5678,Formula 51,samuell.jackson nigelwhitmey robertjezek emilymortimer ronnyyu A c t i o n   C o m e d y   C r i m e   T h r i l l e r
1466,Donnie Brasco,alpacino johnnydepp michaelmadsen brunokirby mikenewell C r i m e   D r a m a
5954,25th Hour,edwardnorton philipseymourhoffman barrypepper rosariodawson spikelee C r i m e   D r a m a
3717,Gone in 60 Seconds,nicolascage giovanniribisi angelinajolie t.j.cross dominicsena A c t i o n   C r i m e
361,It Could Happen to You,nicolascage bridgetfonda rosieperez wendellpierce andrewbergman C o m e d y   D r a m a   R o m a n c e
49274,Happy Feet,"carlosalazraqui lombardoboyar jeffreygarcia johnnya.sanchez georgemiller,warrencoleman(co-director),judymorris(co-director) A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   I M A X"
1409,Michael,johntravolta andiemacdowell williamhurt bobhoskins noraephron C o m e d y   D r a m a   F a n t a s y   R o m a n c e
2096,Sleeping Beauty,marycosta billshirley eleanoraudley vernafelton clydegeronimi A n i m a t i o n   C h i l d r e n   M u s i c a l
140110,The Intern,robertdeniro annehathaway renerusso andersholm nancymeyers C o m e d y
33164,House of Wax,elishacuthbert chadmichaelmurray brianvanholt parishilton jaumecollet-serra H o r r o r   T h r i l l e r
145,Bad Boys,lisaboyle michaeltaliferro emmanuelxuereb tchékykaryo michaelbay A c t i o n   C o m e d y   C r i m e   D r a m a   T h r i l l e r
5900,Analyze That,robertdeniro billycrystal lisakudrow joeviterelli haroldramis C o m e d y   C r i m e
1357,Shine,geoffreyrush justinbraine soniatodd chrishaywood scotthicks D r a m a   R o m a n c e
46972,Night at the Museum,benstiller carlagugino dickvandyke mickeyrooney shawnlevy A c t i o n   C o m e d y   F a n t a s y   I M A X
2693,Trekkies,denisecrosby barbaraadams denisbourguignon davidgreenstein rogernygard D o c u m e n t a r y
103253,Elysium,mattdamon jodiefoster sharltocopley alicebraga neillblomkamp A c t i o n   D r a m a   S c i - F i   I M A X
4321,City Slickers,billycrystal danielstern brunokirby patriciawettig ronunderwood C o m e d y   W e s t e r n
85414,Source Code,jakegyllenhaal michellemonaghan verafarmiga jeffreywright duncanjones A c t i o n   D r a m a   M y s t e r y   S c i - F i   T h r i l l e r
466,Hot Shots! Part Deux,charliesheen lloydbridges valeriagolino richardcrenna jimabrahams A c t i o n   C o m e d y   W a r
64614,Gran Torino,clinteastwood christophercarley beevang ahneyher clinteastwood C r i m e   D r a m a
1590,Event Horizon,laurencefishburne samneill kathleenquinlan joelyrichardson paulw.s.anderson H o r r o r   S c i - F i   T h r i l l e r
4896,Harry Potter and the Sorcerer's Stone,richardharris maggiesmith robbiecoltrane saunderstriplets chriscolumbus A d v e n t u r e   C h i l d r e n   F a n t a s y
2671,Notting Hill,juliaroberts hughgrant richardmccabe rhysifans rogermichell C o m e d y   R o m a n c e
2953,Home Alone 2: Lost in New York,macaulayculkin joepesci danielstern catherineo'hara chriscolumbus C h i l d r e n   C o m e d y
115617,Big Hero 6,"scottadsit ryanpotter danielhenney t.j.miller donhall,chriswilliams A c t i o n   A n i m a t i o n   C o m e d y"
611,Hellraiser: Bloodline,bruceramsay valentinavargas dougbradley charlottechatton kevinyagher A c t i o n   H o r r o r   S c i - F i
2906,Random Hearts,harrisonford kristinscottthomas charless.dutton bonniehunt sydneypollack D r a m a   R o m a n c e
6373,Bruce Almighty,jimcarrey morganfreeman jenniferaniston philipbakerhall tomshadyac C o m e d y   D r a m a   F a n t a s y   R o m a n c e
112175,How to Train Your Dragon 2,jaybaruchel cateblanchett gerardbutler craigferguson deandeblois A c t i o n   A d v e n t u r e   A n i m a t i o n
76093,How to Train Your Dragon,"jaybaruchel gerardbutler craigferguson americaferrera deandeblois,chrissanders A d v e n t u r e   A n i m a t i o n   C h i l d r e n   F a n t a s y   I M A X"
426,Body Snatchers,terrykinney megtilly gabrielleanwar reillymurphy abelferrara H o r r o r   S c i - F i   T h r i l l e r
2840,Stigmata,patriciaarquette gabrielbyrne jonathanpryce nialong rupertwainwright D r a m a   T h r i l l e r
3044,Dead Again,kennethbranagh andygarcia emmathompson loishall kennethbranagh M y s t e r y   R o m a n c e   T h r i l l e r
85774,Senna,ayrtonsenna alainprost frankwilliams rondennis asifkapadia D o c u m e n t a r y
3489,Hook,dustinhoffman robinwilliams juliaroberts bobhoskins stevenspielberg A d v e n t u r e   C o m e d y   F a n t a s y
1370,Die Hard 2,brucewillis bonniebedelia williamatherton reginaldveljohnson rennyharlin A c t i o n   A d v e n t u r e   T h r i l l e r
3910,Dancer in the Dark,björk catherinedeneuve davidmorse peterstormare larsvontrier D r a m a   M u s i c a l
288,Natural Born Killers,woodyharrelson juliettelewis tomsizemore rodneydangerfield oliverstone A c t i o n   C r i m e   T h r i l l e r
714,Dead Man,johnnydepp garyfarmer crispinglover lancehenriksen jimjarmusch D r a m a   M y s t e r y   W e s t e r n
8798,Collateral,tomcruise jamiefoxx jadapinkettsmith markruffalo michaelmann A c t i o n   C r i m e   D r a m a   T h r i l l e r
6537,Terminator 3: Rise of the Machines,arnoldschwarzenegger nickstahl clairedanes kristannaloken jonathanmostow A c t i o n   A d v e n t u r e   S c i - F i
53000,28 Weeks Later,robertcarlyle rosebyrne jeremyrenner haroldperrineau juancarlosfresnadillo H o r r o r   S c i - F i   T h r i l l e r
55995,Beowulf,robinwright anthonyhopkins paulbaker johnbilezikjian robertzemeckis A c t i o n   A d v e n t u r e   A n i m a t i o n   F a n t a s y   I M A X
73392,Collapse,michaelruppert chrissmith D o c u m e n t a r y
4814,Don't Say a Word,michaeldouglas seanbean brittanymurphy skyemccolebartusiak garyfleder T h r i l l e r
60684,Watchmen,malinakerman billycrudup matthewgoode jackieearlehaley zacksnyder A c t i o n   D r a m a   M y s t e r y   S c i - F i   T h r i l l e r   I M A X
5673,Punch-Drunk Love,adamsandler jasonandrews donmcmanus emilywatson paulthomasanderson C o m e d y   D r a m a   R o m a n c e
130520,Home,jimparsons rihanna stevemartin jenniferlopez timjohnson A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   F a n t a s y   S c i - F i
5669,Bowling for Columbine,michaelmoore salvadorallende jacoboarbenz mikebradley michaelmoore D o c u m e n t a r y
1994,Poltergeist,craigt.nelson jobethwilliams beatricestraight dominiquedunne tobehooper H o r r o r   T h r i l l e r
1084,Bonnie and Clyde,warrenbeatty fayedunaway michaelj.pollard genehackman arthurpenn C r i m e   D r a m a
5152,We Were Soldiers,melgibson madeleinestowe gregkinnear samelliott randallwallace A c t i o n   D r a m a   W a r
6299,Winged Migration,"philippelabro jacquesperrin jacquesperrin,jacquescluzaud(co-director),micheldebats(co-director) D o c u m e n t a r y"
647,Courage Under Fire,denzelwashington megryan loudiamondphillips michaelmoriarty edwardzwick A c t i o n   C r i m e   D r a m a   W a r
357,Four Weddings and a Funeral,hughgrant jamesfleet simoncallow johnhannah mikenewell C o m e d y   R o m a n c e
74851,From Paris with Love,johntravolta jonathanrhysmeyers kasiasmutniak richarddurden pierremorel A c t i o n   C r i m e
4247,Joe Dirt,davidspade brittanydaniel dennismiller adambeach denniegordon A d v e n t u r e   C o m e d y   M y s t e r y   R o m a n c e
5620,Sweet Home Alabama,reesewitherspoon joshlucas patrickdempsey candicebergen andytennant C o m e d y   R o m a n c e
2278,Ronin,robertdeniro jeanreno nataschamcelhone stellanskarsgård johnfrankenheimer A c t i o n   C r i m e   T h r i l l e r
164200,Storks,"andysamberg katiecrown kelseygrammer jenniferaniston nicholasstoller,dougsweetland A n i m a t i o n   C h i l d r e n   C o m e d y"
56949,27 Dresses,briankerwin charlibarcena peytonlist janepfitsch annefletcher C o m e d y   R o m a n c e
8644,"I, Robot",willsmith bridgetmoynahan alantudyk jamescromwell alexproyas A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r
