movieId,Title,genres,Actors,Director,Plot,Poster
48342,Conversations with Other Women,Comedy|Drama|Romance,"Aaron Eckhart, Helena Bonham Carter, Yury Tsykun, Brian Geraghty",Hans Canosa,"When a man and woman flirt with each other at a wedding reception, the sexual tension seems spontaneous. As they break from the party to a hotel room, the flirtation turns into a night filled with passion and remorse.",https://m.media-amazon.com/images/M/MV5BMTg1NjIyNzc3M15BMl5BanBnXkFtZTcwMTE3NjUzMQ@@._V1_SX300.jpg
60756,Step Brothers,Comedy,"Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins",Adam McKay,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,https://m.media-amazon.com/images/M/MV5BODViZDg3ZjYtMzhiYS00YTVkLTk4MzktYWUxMTlkYjc1NjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
72129,Saw VI,Crime|Horror|Mystery|Thriller,"Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell",Kevin Greutert,"Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.",https://m.media-amazon.com/images/M/MV5BMTU0NDA3MTM4M15BMl5BanBnXkFtZTcwOTY4Njg3Mg@@._V1_SX300.jpg
52885,Paprika,Animation|Mystery|Sci-Fi,"Megumi Hayashibara, Tôru Furuya, Kôichi Yamadera, Katsunosuke Hori",Satoshi Kon,"When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it.",https://m.media-amazon.com/images/M/MV5BNDI4MGEwZDAtZDg0Yy00MjFhLTg1MjctODdmZTMyNTUyNDI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
78637,Shrek Forever After,Adventure|Animation|Children|Comedy|Fantasy|IMAX,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",Mike Mitchell,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.,https://m.media-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg
84772,Paul,Adventure|Comedy|Sci-Fi,"Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen",Greg Mottola,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,https://m.media-amazon.com/images/M/MV5BMTQzNzAwMTM3MV5BMl5BanBnXkFtZTcwNTE1MTAzNA@@._V1_SX300.jpg
166528,Rogue One: A Star Wars Story,Action|Adventure|Fantasy|Sci-Fi,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen",Gareth Edwards,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SX300.jpg
136562,Steve Jobs,Drama,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",Danny Boyle,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",https://m.media-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_SX300.jpg
133231,The Secret Lives of Dorks,Comedy,"Gaelan Connell, Vanessa Marano, Riley Voelkel, Beau Mirchoff",Salomé Breziner,"Samantha (a dork) is in love with Payton (another dork) who is in love with Carrie (a cheerleader), who dates Clark (the football captain). When Clark seeks out Payton for secret comic book...",https://m.media-amazon.com/images/M/MV5BMTg2NzM3OTkwN15BMl5BanBnXkFtZTgwMDUzODgwMDE@._V1_SX300.jpg
83086,Burlesque,Drama|Musical|Romance,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",Steve Antin,A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,https://m.media-amazon.com/images/M/MV5BMjM1ZmI4NmUtMDJmMC00N2NkLTg1NGYtMDUyZDZlMmExNGNiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg
1642,Indian Summer,Comedy|Drama,"Alan Arkin, Matt Craven, Diane Lane, Bill Paxton",Mike Binder,Seven friends reunite for a week-long reunion at a summer camp in Ontario they used to attend as children which is now threatened with being closed down.,https://m.media-amazon.com/images/M/MV5BMTkzMDMxNTE2NV5BMl5BanBnXkFtZTYwNzk4OTE5._V1_SX300.jpg
5447,Sunshine State,Drama,"Alex Lewis, Alan King, Cullen Douglas, Clifton James",John Sayles,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",https://images-na.ssl-images-amazon.com/images/M/MV5BYzEwYTQ3OTMtODgzMS00N2EyLWE0ZGMtMThlNWMxOTYyNThhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
47725,Angel-A,Comedy|Drama|Fantasy|Romance,"Jamel Debbouze, Rie Rasmussen, Gilbert Melki, Serge Riaboukine",Luc Besson,A beautiful woman helps an inept scam artist get his game together.,https://m.media-amazon.com/images/M/MV5BZGMxOTMyYTktODNkZS00NmY5LWI0NmMtYWE4OGRiY2M2ZTA0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
3177,Next Friday,Comedy,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon",Steve Carr,Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.,https://m.media-amazon.com/images/M/MV5BZTg4NTkzMDEtM2MzOS00MDE1LWJmYWItYzdiMGRiNTdmZmFkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
95201,To Rome with Love,Comedy,"Pierluigi Marchionne, Flavio Parenti, Alison Pill, Alessandro Tiberi",Woody Allen,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",https://m.media-amazon.com/images/M/MV5BMTcwNTg4MDMxM15BMl5BanBnXkFtZTcwNjAzMzY3Nw@@._V1_SX300.jpg
92535,Louis C.K.: Live at the Beacon Theater,Comedy,Louis C.K.,Louis C.K.,"Louis jokes about fatherhood, success, and flying first class at the Beacon Theatre in New York.",https://m.media-amazon.com/images/M/MV5BNzIxMTUxMjYzMV5BMl5BanBnXkFtZTcwMDYwMjE0Nw@@._V1_SX300.jpg
40278,Jarhead,Action|Drama|War,"Jake Gyllenhaal, Scott MacDonald, Peter Sarsgaard, Jamie Foxx",Sam Mendes,A psychological study of operations desert shield and desert storm during the gulf war; through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.,https://m.media-amazon.com/images/M/MV5BYmMyNGM4NWItYjgwYS00N2Q2LWJmY2YtY2ViNWYwMzRhODlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1797,Everest,Documentary|IMAX,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",Baltasar Kormákur,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",https://m.media-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
118334,Omen IV: The Awakening,Horror|Mystery|Thriller,"Faye Grant, Michael Woods, Michael Lerner, Madison Mason","Jorge Montesi, Dominique Othenin-Girard","Two attorneys adopts a mysterious orphan girl as their daughter, unaware she is the new antichrist; next in line from Damien thorn.",https://m.media-amazon.com/images/M/MV5BMTUyNjA1ODg3Ml5BMl5BanBnXkFtZTcwMTg0MTEzMQ@@._V1_SX300.jpg
1397,Bastard Out of Carolina,Drama,"Jennifer Jason Leigh, Ron Eldard, Glenne Headly, Lyle Lovett",Anjelica Huston,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,https://m.media-amazon.com/images/M/MV5BYzRlZWU2NjktYzhkYS00YmFkLTlhMGYtNWZjZjE4Mzc0NWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
8131,Pursuit of Happiness,Comedy|Romance,"Frank Whaley, Annabeth Gish, Amy Jo Johnson, Patrick Van Horn",John Putch,"An advertising executive fails to realize that the woman of his dreams is his best friend since first grade, now married to his cheating co-worker.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMDMzNjI5MV5BMl5BanBnXkFtZTcwMDYxNTAzMQ@@._V1_SX300.jpg
164981,Allied,Action|Drama|Romance|Thriller|War,"Brad Pitt, Vincent Ebrahim, Xavier de Guillebon, Marion Cotillard",Robert Zemeckis,"In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",https://m.media-amazon.com/images/M/MV5BZWEyMzg4ZWUtYmZhMC00Yjk2LWEyYjktODVmN2M3YTA2ZmNjXkEyXkFqcGdeQXVyNjQ2Mjg3OTI@._V1_SX300.jpg
7162,Cold Mountain,Drama|Romance|War,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins",Anthony Minghella,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",https://m.media-amazon.com/images/M/MV5BMTY3NTc5NzcyOF5BMl5BanBnXkFtZTcwMDM0NjQyMQ@@._V1_SX300.jpg
133195,Hitman: Agent 47,Action|Crime|Thriller,"Angelababy, Dan Bakkedahl, Charlene Beck, Michael Bornhütter",Aleksander Bach,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,https://m.media-amazon.com/images/M/MV5BMjc2ODU1YWYtOGU1MS00ODQ3LTg1YmUtYmRmNjZmNzNiMjA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
63826,Splinter,Action|Horror|Thriller,"Charles Baker, Jill Wagner, Paulo Costanzo, Shea Whigham",Toby Wilkins,"Trapped in an isolated gas station by a voracious Splinter parasite that transforms its still-living victims into deadly hosts, a young couple and an escaped convict must find a way to work together to survive this primal terror.",https://m.media-amazon.com/images/M/MV5BMTY1NzYzNTU5Nl5BMl5BanBnXkFtZTcwODc2ODQ5MQ@@._V1_SX300.jpg
8981,Closer,Drama|Romance,"Natalie Portman, Jude Law, Julia Roberts, Clive Owen",Mike Nichols,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,https://m.media-amazon.com/images/M/MV5BN2I0Y2JmZjQtNjEyOC00ODhkLWE5YWUtOWFkOGQwMGYyODRiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
6538,Swimming Pool,Drama|Mystery|Thriller,"Charlotte Rampling, Ludivine Sagnier, Charles Dance, Jean-Marie Lamour",François Ozon,"A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.",https://m.media-amazon.com/images/M/MV5BMTk2Mjg2MTE3NV5BMl5BanBnXkFtZTcwNDA0MTAwMQ@@._V1_SX300.jpg
99296,Would You Rather,Horror|Thriller,"Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr.",David Guy Levy,"Desperate to help her ailing brother, a young woman unknowingly agrees to compete in a deadly game of ""Would You Rather,"" hosted by a sadistic aristocrat.",https://m.media-amazon.com/images/M/MV5BNTI1ODY3MTQwNl5BMl5BanBnXkFtZTcwMjU5MjMxOQ@@._V1_SX300.jpg
33880,Me and You and Everyone We Know,Comedy|Drama,"John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff",Miranda July,A lonely shoe salesman and an eccentric performance artist struggle to connect in this unique take on contemporary life.,https://m.media-amazon.com/images/M/MV5BMTM0NTY1ODI4NF5BMl5BanBnXkFtZTYwNzQ2OTc3._V1_SX300.jpg
156,Blue in the Face,Comedy|Drama,"Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham","Paul Auster, Wayne Wang, Harvey Wang","Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",https://m.media-amazon.com/images/M/MV5BMzMzMTBjMzQtNGVmZS00MTg2LTgyNGYtZDRjNDIzMDJiNzY4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
78316,Letters to Juliet,Drama|Romance,"Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti",Gary Winick,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".",https://m.media-amazon.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg
2328,Vampires,Horror|Western,"James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith",John Carpenter,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight.",https://m.media-amazon.com/images/M/MV5BMTlmYzc0YmEtNDQ3ZS00ZmFjLTkxMmEtZDY5NGVmOWQ0MzQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1811,"Niagara, Niagara",Drama,"Robin Tunney, Henry Thomas, Michael Parks, Stephen Lang",Bob Gosse,An outsider and a young woman plagued by Tourette's syndrome meet and together journey to Canada.,https://m.media-amazon.com/images/M/MV5BMTY2MWRlMzYtYzIzMy00NjBkLWEwYmQtYjFlN2NmNGIxNzE2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
1063,Johns,Drama,"David Arquette, Lukas Haas, Tony Epper, John C. McGinley",Scott Silver,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza ...",https://m.media-amazon.com/images/M/MV5BMTcxNTU3NTc4MV5BMl5BanBnXkFtZTcwMjgyNDAzMQ@@._V1_SX300.jpg
4989,How High,Comedy,"Method Man, Redman, Obba Babatundé, Mike Epps",Jesse Dylan,"Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam.",https://m.media-amazon.com/images/M/MV5BZWZlNWE3MjctMDJmYS00ZTAyLWFkYmEtMzllNjU0ZDY5ODA2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
54997,3:10 to Yuma,Action|Crime|Drama|Western,"Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts",James Mangold,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg
2996,Music of the Heart,Drama,"Meryl Streep, Cloris Leachman, Henry Dinhofer, Michael Angarano",Wes Craven,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.,https://m.media-amazon.com/images/M/MV5BZTU0ODZiNTktMTI0OC00NzZjLTlhZTMtYTE3ZjVlMmVhMmI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
158813,Alice Through the Looking Glass,Adventure|Children|Fantasy,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",James Bobin,Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.,https://m.media-amazon.com/images/M/MV5BMTc2NjExMTIyN15BMl5BanBnXkFtZTgwMjg0OTIwODE@._V1_SX300.jpg
798,Daylight,Action|Adventure|Drama|Thriller,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya",Rob Cohen,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,https://m.media-amazon.com/images/M/MV5BOGE5MDkxYzktODU4OS00Yjc4LTk5MjktYzlkY2RjMGVlNjU0XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg
3302,Beautiful People,Comedy,Paddy O'Byrne,Jamie Uys,Hilarious documentary on the wildlife of the Namib Desert.,https://m.media-amazon.com/images/M/MV5BMTIwMzgzMjc5NV5BMl5BanBnXkFtZTcwOTYyNTAzMQ@@._V1_SX300.jpg
1425,Fierce Creatures,Comedy,"John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin","Fred Schepisi, Robert Young",Zookeepers struggle to deal with the policies of changing directors.,https://m.media-amazon.com/images/M/MV5BNzllMGM5ZjItZTlmZi00OGU5LTlmZWQtZWVkNDM2MjEzMzZhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
60943,Frozen River,Drama,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe",Courtney Hunt,"A mom looks for another source of income, when her husband leaves with the money meant for the new mobile home. A nearby Indian territory stretches across the border to Canada with a drivable frozen river between. Smugling?",https://m.media-amazon.com/images/M/MV5BMTk2NjMwMDgzNF5BMl5BanBnXkFtZTcwMDY0NDY3MQ@@._V1_SX300.jpg
85788,Insidious,Fantasy|Horror|Thriller,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",James Wan,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,https://m.media-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_SX300.jpg
152850,Pitbull,Action|Crime,"Marcin Dorocinski, Janusz Gajos, Andrzej Grabowski, Weronika Rosati",Patryk Vega,"Five troubled lawmen (Marcin Dorocinski, Janusz Gajos, Andrzej Grabowski) pursue a brutal criminal.",https://m.media-amazon.com/images/M/MV5BOTdmYzhhMjItMDNiMi00ZjQ5LWFlNDctZjZjZDgzYTM2ZGJkXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg
2817,Aces: Iron Eagle III,Action,"Louis Gossett Jr., Rachel McLish, Paul Freeman, Horst Buchholz",John Glen,"Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.",https://m.media-amazon.com/images/M/MV5BYTA1NTA4Y2YtNDViMy00Y2UxLTg4N2QtOTNhMDBmMzgyZDc5XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg
61,Eye for an Eye,Drama|Thriller,"Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle",John Schlesinger,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
5015,Monster's Ball,Drama|Romance,"Billy Bob Thornton, Taylor Simpson, Gabrielle Witcher, Heath Ledger",Marc Forster,"After a family tragedy, a racist prison guard reexamines his attitudes while falling in love with the African American wife of the last prisoner he executed.",https://m.media-amazon.com/images/M/MV5BNTkyMzk3NTYtY2FiYy00MWIwLWIyYzctODIzNzVlOGQxZmYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
3341,Born Yesterday,Comedy,"Judy Holliday, Broderick Crawford, William Holden, Howard St. John",George Cukor,"A tycoon hires a tutor to teach his lover proper etiquette, with unexpected results.",https://m.media-amazon.com/images/M/MV5BODBhOTdkMGYtMzRkYS00ZGU2LThlMjItMzRiNjAxMzNjMWRjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
176,Living in Oblivion,Comedy,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck",Tom DiCillo,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,https://m.media-amazon.com/images/M/MV5BN2U2MDdjZjUtMGU1Ni00MzlkLTllZWQtZmJjNzJmYjE5YjAxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
104879,Prisoners,Drama|Mystery|Thriller,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello",Denis Villeneuve,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg
96737,Dredd,Action|Sci-Fi,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",Pete Travis,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",https://m.media-amazon.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg
5074,Storytelling,Comedy|Drama,"Selma Blair, Leo Fitzpatrick, Robert Wisdom, Maria Thayer",Todd Solondz,College and high school serve as the backdrop for two stories about dysfunction and personal turmoil.,https://m.media-amazon.com/images/M/MV5BNjYzNGIyNzUtNzAxZi00NzFhLTg3MDktMzljOGVmMDllNDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
3440,Teenage Mutant Ninja Turtles III,Action|Adventure|Children|Comedy|Fantasy,"Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono",Stuart Gillard,The turtles find themselves transported back in time to ancient Japan.,https://m.media-amazon.com/images/M/MV5BYTA1MDliMWUtYzIzZC00Yjc2LWE1MTYtNWI1YzE5NzIxMzFmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
169400,Gantz: O,Action|Animation|Horror|Sci-Fi,"Chris Jai Alex, Tony Azzolino, Austin Nash Chase, Lucien Dodge","Yasushi Kawamura, Keiichi Saitô","After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.",https://m.media-amazon.com/images/M/MV5BZmRiNWVmZDctM2Q2Ny00NzMwLTkwYTItMmU0ZmE5MDUwNTBiL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg
2060,BASEketball,Comedy,"Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth",David Zucker,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team.",https://m.media-amazon.com/images/M/MV5BMmZjZDg2ZjItYTVkNC00YWRmLThmZTMtNTYxNTI5MWM4NjU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
3993,Quills,Drama|Romance,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine",Philip Kaufman,"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",https://m.media-amazon.com/images/M/MV5BYzEwMTExODAtNWQ2NS00ZWNiLTlhNDctYmMwNmM0OTAwNTIzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
8973,Bad Education,Drama|Thriller,"Gael García Bernal, Fele Martínez, Daniel Giménez Cacho, Lluís Homar",Pedro Almodóvar,An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.,https://m.media-amazon.com/images/M/MV5BMmFjNWU1YjMtOWVhZC00OGI4LTgwN2UtNDQ1ODMxZGZmZTFmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
136204,The Second Mother,Drama,"Regina Casé, Michel Joelsas, Camila Márdila, Karine Teles",Anna Muylaert,"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray.",https://m.media-amazon.com/images/M/MV5BMzU0MzE5Mjk3OF5BMl5BanBnXkFtZTgwMjM3NjQzNjE@._V1_SX300.jpg
90430,Carnage,Comedy|Drama,"Jodie Foster, Kate Winslet, Christoph Waltz, John C. Reilly",Roman Polanski,"Two pairs of parents hold a cordial meeting after their sons are involved in a fight, though as their time together progresses, increasingly childish behavior throws the discussion into chaos.",https://m.media-amazon.com/images/M/MV5BMTc4MjAyMDUwNl5BMl5BanBnXkFtZTcwOTQwMDMwNw@@._V1_SX300.jpg
80759,Hardcore,Crime|Drama,"George C. Scott, Peter Boyle, Season Hubley, Dick Sargent",Paul Schrader,A conservative Midwest businessman ventures into the sordid underworld of pornography in California to look for his runaway teenage daughter who is making porno films in California's porno pits.,https://m.media-amazon.com/images/M/MV5BOTdhYWNhMzMtYzkzOC00ZGNiLWE5MDMtMzRlMTc3MzM2N2ZkXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
8865,Sky Captain and the World of Tomorrow,Action|Adventure|Sci-Fi,"Gwyneth Paltrow, Jude Law, Giovanni Ribisi, Michael Gambon",Kerry Conran,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",https://m.media-amazon.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_SX300.jpg
54190,Across the Universe,Drama|Fantasy|Musical|Romance,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",Julie Taymor,The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.,https://m.media-amazon.com/images/M/MV5BMTIyMTUwNzg3Nl5BMl5BanBnXkFtZTcwMjM1MDI1MQ@@._V1_SX300.jpg
61026,Red Cliff,Action|Adventure|Drama|War,"Tony Chiu-Wai Leung, Takeshi Kaneshiro, Fengyi Zhang, Chen Chang",John Woo,The first chapter of a two-part story centered on a battle fought in China's Three Kingdoms period (220-280 A.D.).,https://m.media-amazon.com/images/M/MV5BMTcyOTQ3NDA1OV5BMl5BanBnXkFtZTcwMDY3NzM4Mg@@._V1_SX300.jpg
867,Carpool,Comedy|Crime,"Tom Arnold, David Paymer, Rhea Perlman, Rod Steiger",Arthur Hiller,"When his wife falls sick, a father - with an important business meeting - finds himself having to carpool for the neighborhood school children and is held hostage of a bank robber.",https://m.media-amazon.com/images/M/MV5BYjQ4ZDI4M2UtNmY4OS00YjgxLWFkMjMtZDgzMjg3NThkMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
71327,Bright Star,Drama|Romance,"Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox",Jane Campion,The three-year romance between 19th-century poet John Keats and Fanny Brawne near the end of his life.,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNDgxNF5BMl5BanBnXkFtZTcwMjkyOTM3Mg@@._V1_SX300.jpg
59143,Super High Me,Comedy|Documentary,"Brian Unger, Gary Cohan, Robert Gore, Sean Tabibian",Michael Blieden,Stand up comedian and marijuana user Doug Benson documents thirty days of pot free living and thirty days of non-stop use to compare the effects of both.,https://m.media-amazon.com/images/M/MV5BMTM2OTk1MDI2MF5BMl5BanBnXkFtZTcwNjE3MjU2MQ@@._V1_SX300.jpg
5955,Antwone Fisher,Drama,"Derek Luke, Malcolm David Kelley, Cory Hodges, Denzel Washington",Denzel Washington,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",https://m.media-amazon.com/images/M/MV5BMDY5MTIyNjEtNGVmYi00MzFkLWE2ODEtZjVjZjc5NGJhZGU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
